date,month,year,APN,ANT,AST,BRT,BRV,BRD,BTH,BLB,BOC,BMP,BQC,BWN,BWS,BDP,BIO,BUC,BCL,BTV,CCH,CVE,CMN,CFW,ALM,CPL,CSI,CAS,SLW,CHB,CHY,JNN,CLK,CLA,CGS,CMB,CTG,CYC,MNC,CNV,CUY,MHV,DLV,DMV,DNP,DON,DNL,DWN,EPK,ELC,ENR,ENG,FLR,FOL,FRL,FMD,FRD,MIL,GLK,GBR,GBL,PWL,GNT,DAV,HWE,HNS,HID,MEA,HNT,ICH,INL,MMW,INV,IRC,ISB,JCK,ATN,KNT,KRH,KES,LFY,LGT,HMT,HNN,HDG,LVD,TAH,LVY,LRA,LEW,LNG,LGV,CRW,LON,LSB,LVQ,LWB,CRY,HHL,LYS,SWB,MPL,EDN,MRT,MAT,MHW,MCO,MCS,MMR,MDO,BER,MOR,MRR,NCM,NAT,BUL,MCR,NHG,NML,NCA,ONF,HTH,ORO,LOT,PAR,HVS,PRR,PLL,PNF,PT6,PT7,BIT,PRS,PYM,QUL,RLC,RDN,RLF,RLL,RTD,SDB,SLN,SLS,SNN,SAT,SGB,SNL,SLF,LUS,SPB,SVT,PRU,SGC,SFL,SHA,SHV,SIV,SKN,SLB,SLC,JNK,SOL,SLJ,SLK,SPM,STP,STG,SCC,STD,SW3,TRM,TAB,TMT,TNM,CLE,TUL,TLC,TWT,UNV,KLM,USL,VIL,TAE,VLP,WRS,WHR,WHI,WSN
2003-08,8,2003,6301,19203,3478,7352,36779,82213,,80778,31300,,,48600,84994,16310,54790,17901,88683,48207,119503,33913,287050,38000,922686,20512,186354,319114,69238,8525,251500,6838,57560,153718,2403,,94429,10712,64039,40422,696,1739400,36628,658550,1571971,45870,8890,23190,44910,20350,20800,66799,26045,699947,12200,106200,27243,252472,15500,21176,4802,12156000,31900,51154,30360,5995,17898,15741000,87622,36300,17439,11259,159780,14258,199588,54200,224060,29507,,22322,,,6920,25769,4521,7394,137200,6353,42932,13889,7482,70800,106300,50300,19602,101710,35228,49831,163700,2020,16927,44405,17311,780,100,135265,26874,8222,5759,19960,1464569,4352,4022,160950,7847,667426,496000,118675,1303719,16724,48783,316900,2458192,32391,193690,595600,115955,59500,232560,14556,32849,38564,23300,164106,,9912,24464,7710,62400,37500,6450,11904,119756,18638,47840,23569,787480,257536,529944,31321,68534,47300,14438,38034,3258552,126667,6740,35166,10800,32500,33705,,9265,11800,144200,143700,35030,12690,2498,7819,9611,38034,62051,3000,2071228,65646,29308,,195000,218393,26960,18350,84651,,222531,31348,237545,85323
2003-09,9,2003,5640,17709,2468,7214,35660,71604,,51054,26800,,,48664,83627,10110,52060,17552,77019,47731,115449,32591,278840,26100,869943,18863,183434,314325,69988,8360,230000,6259,61360,113000,2726,,76295,6366,61978,31814,636,1643100,30865,655200,1515000,33331,6580,16960,43520,18500,19700,68868,8599,658100,7226,92200,26077,215000,15600,14440,4128,12109500,33535,49227,23470,4825,12320,15618000,81477,30800,16800,5322,151390,15334,172040,44800,217950,27451,,21781,,,6272,24210,4414,7293,81300,5700,37058,13904,6221,59900,89700,38500,19447,99360,24864,47982,134064,1630,12717,34690,15547,780,100,110928,24194,8625,5739,19960,1430888,4215,4022,144035,8026,638488,444400,108611,1280300,16051,45420,284200,2283761,32267,189900,562100,113594,44900,181929,14030,32986,37164,15600,165092,,9470,24963,6780,43300,33800,6100,11080,98679,18577,47350,12890,939243,286499,652744,29440,67634,27100,12769,33120,3159376,124555,5307,36288,10300,23900,31659,,8622,11200,126386,139421,33050,7582,2269,5884,6128,,56258,2450,1881200,62119,18180,,186200,174793,24860,17981,62367,,215486,30785,237600,78452
2003-10,10,2003,4972,16315,1353,7132,34720,75521,,31504,17061,,,45600,72149,7410,50945,17220,64014,47083,111671,31777,289312,21500,832584,17300,181206,283290,67383,8250,219042,5996,56570,87676,1051,,76932,6216,57796,22931,588,1468000,29113,649868,1441066,23303,5695,16460,42100,17449,19059,65363,1051,561872,6940,77696,25537,211032,13100,13745,3780,11935100,31230,47485,21530,4584,9521,15517000,64820,28700,15598,3417,148820,16160,150156,35100,215950,25169,,22174,,,5537,22600,4323,7204,23080,4580,35175,13918,2394,53000,89700,32800,18896,90820,22636,46936,134519,2380,6975,22220,14544,781,100,95958,24483,9158,3889,15827,1410696,4128,4421,139325,8326,606395,393963,100584,1265987,15771,43386,256100,2185994,32185,169171,564900,115601,33000,153320,13832,33169,34577,10200,168164,,8802,12729,6160,44900,29452,5600,10199,67400,18840,45642,3365,961975,354611,607364,27860,68201,19300,11289,31635,3090889,124492,3284,35031,13300,20800,29992,,8190,9980,110730,137377,32390,4436,2202,7301,5658,19747,42434,2860,1729051,56062,19800,,173400,157805,23070,17725,51464,,207955,30228,235639,61703
2003-11,11,2003,5056,15444,430,7091,34629,71287,,32838,4500,,,37300,51658,9180,54050,17091,54830,47209,109337,30182,282310,29400,792669,13752,159435,262777,69951,8210,208745,6997,59300,92570,572,,79692,6150,56555,21912,579,1525600,25953,645691,1445000,23669,3290,17740,42230,17932,19781,63603,1078,498994,6807,67385,25469,218400,10650,13802,3506,11796000,28720,46733,22810,5067,9688,15337000,42735,27100,14372,4952,148080,16781,149000,34100,209260,24141,,22131,,,5710,22140,4427,7175,0,3550,34879,14038,1931,50515,92400,29000,18811,86050,15252,45308,127472,2884,3525,15733,14684,784,100,101288,26263,7644,5692,17798,1405396,4068,3735,115920,8195,582890,381700,98892,1275712,15758,42738,236365,2072284,32102,167700,560300,116554,25400,170884,14279,33032,35329,9740,159245,,8896,25193,5180,57600,27302,5080,9749,50400,18038,40175,3380,1122517,509040,613477,27360,68439,19200,10753,32708,3090196,125063,1961,36425,12100,19685,29431,,7904,8830,97300,136995,33930,6133,2184,7671,9586,29004,52648,2260,1700558,54545,18180,,157900,172169,22650,17658,51243,,201757,29877,206536,45255
2003-12,12,2003,8335,15191,1268,7105,34840,65765,,32204,4640,,,33700,41673,12200,57414,17980,53715,41424,107037,31214,289877,69400,785607,11468,179465,287108,70572,8518,225556,8009,62100,213703,2230,,55388,22925,73944,25845,656,1590300,26548,660851,1480000,18895,3650,21780,49360,19804,16640,64257,1190,532500,7830,62067,25988,253200,8590,15190,3574,11486800,27010,48721,23590,5632,11764,15300000,32412,28000,14318,5379,186360,4551,148505,35932,210430,26104,,22007,,,5839,26608,4683,7169,33980,3540,89073,13808,19834,54278,97800,31900,18847,80460,5968,42394,128349,3097,4087,27573,15920,789,573,105827,22502,8908,4731,16087,1523988,4056,4112,120950,8181,630559,387000,105275,1317700,22430,43671,253000,2248197,32267,172268,516200,108360,62000,210540,9598,30707,33552,9960,158825,,8849,24573,4420,65000,51335,4515,9358,41600,17800,31573,5719,1316540,700771,615769,29640,68771,20092,11414,37094,3345962,114047,931,37082,9500,25300,30472,,10572,7820,93000,134400,38000,11586,2196,8655,15586,24383,47730,2260,1806200,55314,18540,,157500,208933,24095,17627,52195,,245306,29877,206500,48295
2004-01,1,2004,8891,14804,2490,7118,34540,48896,,46619,5116,,,24400,25871,15220,57783,20964,51897,45383,104950,31214,310040,104600,720147,10852,177018,302400,70459,8697,225389,8685,66590,249774,312,,41206,8631,69191,23637,656,1623400,29429,667633,1538170,10340,3430,25300,48570,24093,7813,64417,1134,554000,8050,51532,26344,319100,6470,17776,3559,10984200,25250,46932,24610,6068,14545,15434000,29011,25300,14567,5149,212174,9237,151263,36715,214957,30908,,22186,,,5925,31000,4878,7165,43720,3470,44402,13859,4816,52280,106700,29500,19139,86730,8361,43143,125643,3233,3780,19656,17027,786,867,105499,19708,8427,3972,17294,1586305,4044,4007,129160,8040,610559,403000,116160,1377100,22430,43411,248128,2458925,34328,166610,510600,119788,60192,265559,13417,32080,33496,9660,165295,,8570,19555,3361,65800,49419,3940,8928,15100,17268,30189,6787,1664413,855380,809033,31717,70109,20500,10712,40850,3606500,100526,931,37999,10400,13700,31799,,10555,6870,85900,130400,37410,11139,2202,10783,15467,46326,69220,2790,1890100,55541,18180,,139100,264010,26080,17658,52443,,245570,30279,205400,40861
2004-02,2,2004,8891,16275,4968,7352,35190,37058,,61939,6720,,,25200,44553,18980,59230,28770,60581,45602,105252,45837,316840,107200,769637,10744,182093,311630,70742,9790,219042,8709,100140,367258,1971,,30947,13880,71777,28855,920,1715600,37052,676924,1619000,7427,3830,36710,49201,29688,7126,66712,1315,617300,8760,53500,27500,366300,4470,29685,5970,10536900,23710,45780,27840,6992,19829,15404000,27860,24900,15230,6081,266414,6842,157904,34700,223650,32895,,20416,,,6164,31000,5782,7622,87420,3580,50478,14240,9634,57103,116000,33800,20608,93650,9317,54200,123918,3975,3464,20734,19838,807,863,121082,33798,9046,3589,17090,1649058,4140,4453,164625,7998,684929,444600,137735,1442000,22430,47809,229800,2862905,36690,179610,556500,122242,62100,319830,14940,33169,38196,9800,165688,,10363,17864,2490,66500,50119,3290,9935,6971,17307,32416,10622,1878476,906757,971719,37360,73993,26210,10753,48547,3868600,93736,968,38887,10600,33900,35855,,10572,5450,87100,129900,40892,20254,2282,13450,32585,36432,59616,2720,2106500,56486,32460,,139400,350855,33900,17743,50268,,261414,31297,205600,42179
2004-03,3,2004,8891,22222,6008,7449,36370,56347,,114191,16400,,,34900,51884,24660,58720,32455,70339,46403,103446,47010,350780,104600,837882,10179,180318,311586,70459,9920,229232,8799,145560,317336,2452,,58291,12326,83236,30465,926,1677200,38786,683976,1680000,11667,4440,41470,48546,31660,19871,63346,1434,706553,10300,67700,32070,440262,3700,61573,6530,10179600,22870,51306,31100,7263,24921,15255000,48666,24500,16328,17423,269004,4100,191945,36500,227750,32464,,20877,,,6359,31000,6942,7722,108100,5010,53680,13639,10841,70600,125400,39900,20543,90870,14880,52749,152498,3993,10080,51922,20000,989,706,118238,32351,8192,4009,18230,1600738,4044,4172,173060,7862,755583,532800,146528,1496373,22413,45944,230700,3066010,37770,184250,536200,122355,70500,433764,13563,31633,38996,9320,166413,,10618,12780,4870,66700,48231,2590,9977,25300,18658,33193,11572,2020089,950643,1069446,36710,78024,28067,13994,48402,3905184,89144,3750,36381,10200,52100,41117,,10324,4710,108100,135800,49330,34147,2401,14889,72134,49073,72808,3460,2151696,58084,32730,,176900,449978,35660,17670,56093,,244699,31400,206094,39600
2004-04,4,2004,8891,23220,5504,7421,36000,70685,,111896,24200,,,45900,87076,21520,58890,32937,84962,38756,100287,45545,357420,104200,911936,13230,177893,309775,71958,9820,248143,8623,131180,305066,2132,,84667,12196,84088,37272,878,1680300,41042,674006,1687000,27171,6730,36880,48370,33593,26339,67130,10906,630205,12600,89300,32713,472520,6560,49280,6532,10193000,23370,52782,31380,7355,26791,14866000,71738,33300,16585,23770,258708,8897,203309,48900,209445,31432,,21313,,,6380,30179,7112,7706,123800,7130,51971,14113,9766,86300,120400,52400,20388,100830,34426,53681,182900,4660,18030,65534,20000,805,715,130656,29028,8072,4902,20540,1577672,4068,4090,169970,8205,781902,576000,140013,1470526,21977,44531,262900,3048779,38871,175660,558200,121204,78001,508300,14179,32712,36210,11900,160934,,10465,24573,10800,66700,47754,2780,9347,70800,16623,33015,7045,1768145,829601,938544,34850,80357,29100,17123,47084,4059792,88379,7980,37764,10200,52734,41045,,9672,4720,141500,141000,47070,39401,2394,15159,104121,47353,70102,2580,2226232,60664,30570,,225100,436457,34850,17519,67491,,240505,31194,231814,53050
2004-05,5,2004,7959,22928,4669,7310,34880,74659,,95534,30164,,,61000,115760,20580,58100,32589,102201,35555,96563,43246,307970,96100,989690,19400,174838,282176,72983,9630,273345,8409,120910,257081,1695,,116161,11887,79450,40943,800,1728700,40376,642394,1697054,62998,9500,34670,48200,32909,27403,62864,48015,634746,14100,108700,31270,464300,11900,42775,5935,10566000,24820,51703,29580,6639,24744,14324000,87552,40800,17341,23827,241832,20457,227733,65100,192467,30622,,22044,,,6294,29025,6690,7612,154200,7980,50885,14375,9026,90635,118800,67400,20095,93650,49180,50924,189700,5420,18318,114818,19195,786,671,136889,32746,7936,5920,18662,1540093,3960,4272,158150,7602,759636,576500,129705,1395011,20157,41862,361800,3041820,38594,180510,582800,120597,75500,612582,14607,32035,39931,17200,164510,,10262,24216,15275,66300,46684,3700,8648,139100,17978,33954,1897,1213592,539575,674017,32320,78226,29932,14620,44704,3863800,95883,8570,41086,9860,56516,40595,,9154,6710,167800,132600,49220,41472,2332,15399,145440,28941,52894,2580,2192400,64784,33000,,261500,421752,32015,17206,91101,,234819,30734,236687,62785
2004-06,6,2004,7160,21920,3675,7132,33770,92063,,79078,31000,,,64100,104915,20030,56920,25639,99093,44741,93551,38655,283740,66000,990465,21662,171597,277601,72523,9420,266350,7978,100905,204871,1240,,106151,11545,70515,41457,726,1696200,39907,619415,1677941,63880,9487,28100,47430,29336,25309,63884,56570,565029,13814,105509,27935,359338,16700,34622,5306,10476500,20370,49706,34950,5034,17233,14042000,87794,42500,17489,22017,221218,21750,206938,65456,167580,29618,,22865,,,6229,27077,6408,7506,148100,7635,33272,13823,8884,83500,117200,67200,19703,96420,45950,48173,180800,4404,17729,106999,17440,780,694,151755,34614,7871,5826,18122,1493879,3762,3986,148060,8228,693016,521600,117915,1302186,18098,40584,356420,2757705,36690,193970,583100,117754,68100,408020,14079,33492,38073,17500,165232,,10061,24264,14715,64935,44512,5080,7996,130500,18277,36514,1814,719890,285078,434812,28670,75376,30400,12595,41200,3360818,117055,8342,40014,10400,53300,38567,,8722,10500,164600,125293,48180,33859,2276,13587,95090,34690,58430,1600,2055135,65745,33290,,251500,358380,29120,16890,110973,,227087,30178,238343,60700
2004-07,7,2004,6420,20167,2699,6970,32170,87486,,56313,31000,,,53600,86168,13410,56495,11634,92792,45571,84904,36722,264700,39400,934236,19081,158397,291712,71739,9195,256505,7553,80580,156105,826,,83430,11171,60034,40845,646,1706700,38716,590651,1525000,56522,8999,19200,45940,25245,23448,66736,47753,430309,13356,97200,25749,249961,16200,25078,4626,9913900,21480,47223,30360,3995,9587,13924000,87595,37800,17291,19245,198401,19045,161698,57900,149610,28582,,22670,,,6099,25250,6012,7328,100800,7210,49071,13941,8709,77484,110900,57400,19334,99210,44095,45078,159278,2407,16703,73914,16014,774,688,150269,32597,7947,5812,18230,1443440,3586,4090,128397,8252,595306,420301,105046,1204873,16444,45577,336900,2265364,34544,194770,594900,116687,60000,178997,14304,32035,35271,15000,162321,,9862,24466,13427,61000,40729,5520,7324,107200,18467,35814,1825,492864,123125,369739,26315,70301,30900,10102,36785,2802297,115792,7231,39675,12500,40100,35849,,8249,12100,152800,113100,48100,19558,2178,11079,29198,24704,48182,2860,1878562,65757,31650,,224700,281718,26185,16520,101039,,219602,29529,237800,55700
2004-08,8,2004,5515,18489,1909,6785,31290,71192,,43620,16900,,,43200,67932,7470,55622,10815,80990,47620,77445,35431,250720,17800,855320,15600,164602,297017,71606,8985,251059,6902,37915,102369,554,,55904,10814,52239,37063,588,1704200,35511,550661,1396748,45752,8310,9400,44070,21668,21681,65371,30330,390008,12121,85400,23946,193093,14600,16045,3801,9277900,21800,44787,23660,3235,4931,14018000,87466,31500,16898,16115,188897,13373,120476,50067,136950,27332,,22026,,,6056,23529,5497,7240,40060,6790,46755,14165,8466,68900,102100,45600,18977,98050,35556,43453,137500,1262,15068,42731,14427,774,678,149657,27226,8290,5806,18572,1401009,3400,3728,107312,8281,517296,334362,93162,1140943,14679,50779,302900,1885961,32349,192970,574300,116354,50400,115564,14104,31455,36447,9400,165790,,9228,24051,10293,56534,36436,5550,6648,86700,18218,34596,1903,498397,89695,408702,24789,65197,31500,7913,31169,2410369,111282,6182,40391,11000,25600,32947,,7751,12100,140200,108200,38270,8937,2107,8228,10157,37890,62090,4490,1739093,65166,31650,,192300,207583,23683,16165,91515,,211997,28841,238343,51920
2004-09,9,2004,4965,16967,1087,6640,30140,53958,,28120,5381,,,39821,62223,2270,53990,10541,76358,47351,71378,35006,242630,10300,813597,14084,160860,297697,71739,8810,249001,5727,20730,63716,386,,54748,10510,44447,28447,524,1605200,29770,521653,1331765,36184,3530,5180,42240,18422,20503,64196,4983,376439,9570,74043,23056,181411,16300,9662,3040,9169500,21480,42809,20790,2466,4643,13937000,85951,25400,16024,9514,184476,10905,98496,42300,135167,25906,,21750,,,5926,21856,4990,7240,0,6372,44949,14165,6396,60800,94200,41400,18673,90110,26574,41266,117394,1487,11438,27960,12700,776,683,149834,19527,8472,5971,16393,1369584,3243,4226,104575,8035,487350,279626,83850,1110106,12490,45080,269800,1752980,29494,191440,589100,116421,41400,114961,12725,30838,39244,4960,160971,,8663,24269,7638,46900,32521,5190,6104,68500,18297,32955,1834,670373,156837,513536,22760,60896,31400,5753,27460,2182851,110900,4300,39167,9550,15858,30559,,7304,10400,127900,106300,35740,5827,2037,8288,9274,36291,60157,3080,1590953,61495,18540,,153500,168897,20390,15852,71789,,204571,26068,238183,39664
2004-10,10,2004,5005,15971,727,7227,31551,38323,,26586,5321,,,39742,60170,2980,53765,11447,71777,38143,69628,35006,250720,14000,813358,13740,160243,283290,72140,8810,261700,7058,56430,55233,2915,,45243,4936,42172,22922,924,1509100,26338,501041,1291000,27167,3320,7480,41210,24993,25216,66807,1171,355407,7190,67188,22797,208401,14200,9179,2991,9147600,20060,42426,25160,3180,5852,14094000,75611,24900,15000,4493,179890,9995,94728,35100,135462,24381,,22087,,,6081,20871,6029,8047,0,5760,48342,14128,3765,44920,94900,47677,18570,83180,26083,45607,103416,2744,7952,35841,12700,781,964,157718,19205,9559,5971,14908,1358565,3321,4350,107725,7787,457150,262000,81610,1134609,12446,40457,246800,1665639,32061,163640,611400,122016,32100,130406,14965,30882,36447,4930,168164,,12078,12065,6840,47500,29625,4960,5858,60200,17209,33377,11040,787850,265674,522176,23130,63248,18700,6900,26545,2158914,110043,2766,40141,14452,21236,29522,,7023,9390,119300,104001,32450,5820,2095,10080,13436,26011,50460,1410,1415868,52874,4308,,143756,196110,19910,16006,65086,,199015,27829,237228,49200
2004-11,11,2004,5152,15155,555,7352,32153,45150,,27414,5070,,,32600,47264,7140,55130,12073,61669,36480,68115,35260,243550,18900,782324,13274,158396,262777,71425,8753,256857,7331,56850,58464,3075,,49815,3944,38643,20349,913,1512200,25594,556610,1323000,12114,3260,10300,41590,24773,23541,63709,2138,326481,7250,57400,23136,276078,12700,9162,3023,8889033,17890,41935,26880,3566,6680,14367000,53623,24600,13400,4990,180162,11318,94163,34811,135167,22853,,21562,,,6142,20912,5606,8183,0,4500,47920,13941,2035,37800,104000,38033,18504,79150,24255,43945,93100,3030,6165,22896,12840,779,953,169493,19169,9046,4070,16155,1355900,3400,3653,108000,8120,440541,268000,80208,1163963,12488,51821,241600,1604002,31979,170170,575800,123624,25000,160965,14329,30970,36033,4983,159245,,11815,24611,6247,53260,27349,4720,5635,40700,17209,32597,7087,1057649,454239,603410,21057,64221,18900,6766,28030,2124248,100719,2620,39851,12938,10300,28643,,6700,8650,113515,104000,33770,7739,2125,10657,13750,35660,59077,2260,1416331,42903,4308,,157367,230566,23235,16046,63498,,193403,27545,215261,43647
2004-12,12,2004,8891,15045,1261,8539,33173,24929,,44142,4800,,,30725,37998,10168,57767,20985,51979,35514,81049,40098,254230,41500,763079,11800,172674,287108,72599,9109,249700,8789,61060,114232,6085,,44350,9080,59030,25173,,1632600,27814,617207,1379000,14683,3710,17740,49120,31079,21400,65627,5008,391157,7850,51900,24675,346192,11000,13840,7341,8663600,16100,42371,27540,5051,11951,14355000,25507,24700,12800,5207,195662,11051,94083,35708,142200,25456,,22884,,,6616,26269,6744,9630,0,3790,47474,13734,4670,39800,113600,34506,19393,76930,18196,44940,69200,2767,4856,24821,13330,786,1016,168423,21265,9275,5877,16189,1434943,3400,3876,190265,7946,458491,292000,95426,1214384,22430,52009,238500,1644209,33267,171250,560400,123510,49800,203618,11693,30359,34519,4912,158825,,12078,23698,4920,58116,33987,4410,8706,28460,17209,31995,14149,1283146,610965,672181,21078,66409,25700,7530,31388,2417193,98004,2120,38448,14520,17493,28802,,9793,7690,104900,104000,38450,10318,2427,12019,15991,50535,75195,2520,1488123,43504,4308,,161820,244874,28824,17200,65493,,213148,29085,211083,42402
2005-01,1,2005,8891,14638,4246,14884,51391,24403,,58885,5391,,,27700,29835,13530,58410,70487,47864,40827,188856,50116,307452,105700,733949,10810,216248,286338,72436,8750,251400,8887,64030,208000,7922,,41323,12382,70901,33011,996,1658700,36951,636392,1572000,13017,3510,24650,48750,51870,24937,66563,1175,583360,8223,53636,25821,415275,9740,13840,7027,8481400,14570,43002,31340,19355,42733,15119000,36699,18800,13015,5350,220100,9830,130776,36775,184462,30462,,22557,,,11833,31000,23621,17621,8470,3070,66432,14165,10096,43300,124600,19403,20234,78100,15310,51375,77100,3990,4861,72689,14900,787,970,164150,21686,8738,5884,18860,1530993,5792,3639,281130,7885,513577,475000,166460,1339810,22430,51741,249600,1814709,42154,180253,558500,115933,61000,341489,13660,33123,38564,4920,164586,,11973,18609,3972,58222,49652,4180,23976,15900,17130,37354,38491,1810485,797060,1013425,21360,74732,83400,25423,34533,2832031,98608,2140,37834,14951,19400,33623,,10572,6970,100400,102300,40410,8956,8815,15146,8325,43836,68143,3300,1587582,54183,23550,,172634,353813,30590,26530,54495,,244040,33449,211562,36585
2005-02,2,2005,8891,14805,5999,21960,55471,25211,,82125,4950,,,22600,19610,17520,59010,93178,51201,40399,188397,57619,336580,106400,751681,10679,242227,307970,69304,9490,239900,8991,64190,265000,6667,,24703,17235,71474,33980,6715,1722900,38786,669950,1659000,14312,3530,27950,49170,66078,21300,65433,1197,609202,8404,55240,25798,407907,6950,14140,7113,8264700,14220,43168,31310,31702,57459,15739000,40367,15500,12962,6385,234092,10501,145402,35917,222830,32895,,21050,,,13538,31000,31298,20687,23080,3210,78910,13786,12594,48900,134400,19849,20114,83590,13183,56219,79000,4006,4727,38065,16500,796,987,166769,23703,8394,5826,20940,1576140,9753,3673,304925,7148,575230,565000,194035,1436983,22430,48517,226300,2023476,49716,183400,613400,116909,67800,435277,13296,32486,39368,4970,167409,,12130,25085,3092,63800,48739,3620,24226,6773,13741,40735,35052,1968294,868420,1099874,22410,80634,83900,25777,39240,3168056,123285,2260,38268,14254,25700,39695,,10572,6040,101100,103000,41910,15428,15116,22558,22346,32719,56519,880,1673924,50355,29556,,167006,349370,30130,32260,36904,,248914,36231,209650,40013
2005-03,3,2005,8891,18239,6155,27268,59817,54320,,118369,12299,,,27504,,26270,59200,127845,,,193222,53220,371740,106800,,11301,250495,289321,73765,9880,228600,8999,69040,314703,10454,,19633,20645,87035,34011,5778,1688900,39773,711026,1703000,6026,4050,31200,48830,74638,22500,65961,1249,673908,9266,66305,28321,489688,2680,21645,6997,8015200,15540,47720,24240,36500,73021,16220000,47782,18600,13544,,263676,3467,201509,35395,254482,32895,,21170,,,13538,31000,30990,25094,75240,4500,85300,14180,18299,,139200,24588,21215,82090,,56974,98518,,,40444,20000,1017,964,165832,24691,9651,5819,21799,1623756,12474,3680,345800,8461,735733,683000,237391,1578354,22430,43983,191000,2457576,49335,185620,551000,122129,66200,568026,13734,33123,38318,9622,169553,,12025,23309,3120,66700,50193,3060,24116,,14875,44503,41412,2029615,966303,1063312,24040,81360,82700,25080,48547,3827041,98263,2760,38402,14550,,41214,,10572,4900,102400,108900,48050,27234,19001,23241,58813,41634,64722,4580,1841869,58319,34120,,187831,463569,35300,34500,27288,,246310,40426,205034,43549
2005-04,4,2005,8391,22844,6155,29144,63568,77097,,126374,21778,,,37000,49511,26980,60045,134285,68927,47493,195960,44007,372590,103500,869453,12728,249958,317719,71796,9720,225556,9026,77510,315580,11263,,20369,13129,88891,36588,3429,1708600,40970,717202,1638000,11951,5870,31040,48480,78670,24600,62661,1493,830086,10800,77500,30962,414413,2460,26086,7000,8538500,16880,54536,21080,37799,77926,15869000,44245,20000,14352,18144,271964,9132,292163,40100,263470,32695,,21854,,,13538,31000,30620,25389,98320,6072,88814,13941,18921,76200,121700,26310,22093,83180,11436,52851,129053,3994,10700,82107,20000,1358,970,164835,27935,9239,5891,22660,1603632,13636,3552,356132,7647,839480,640000,249256,1677612,22430,47283,185200,2841886,48682,187420,585800,125377,80200,661770,14079,32849,37164,16100,162647,,11973,23916,5150,66400,48411,2505,23917,7866,16720,44096,28095,1898434,965062,933372,23020,79501,83100,25309,48388,4207234,67513,3600,41675,10320,58400,41124,,10492,3350,108300,125600,49700,27561,20267,22831,80741,46997,70447,940,1968968,59602,31920,,205650,473643,37476,35120,26518,,243199,40841,237927,37500
2005-05,5,2005,8891,23125,6106,29950,66688,93373,,126165,29277,,,66600,121795,39830,59750,139145,102456,40629,195179,38301,397400,104800,998749,17889,248884,316438,69753,9660,261400,9067,103690,317500,11134,,85680,12368,88715,42302,1742,1722300,40511,738836,1901000,61115,9160,35690,48430,77802,25900,70691,53695,959148,14200,130250,33261,452023,9950,46080,7004,10509300,29640,59735,22590,37893,84371,15593000,79491,41400,17200,17885,272260,7310,489749,63100,266055,32822,,21526,,,13538,31000,30088,25430,244200,7540,87281,14203,18164,93200,120000,70961,21272,90110,48051,48078,208594,4290,17558,123874,20000,1952,828,157799,33696,9910,5862,25700,1609434,14266,3565,351212,6980,938389,878000,253947,1872329,22430,48836,284900,3495082,47382,189530,586000,125126,79500,880390,15251,32667,35738,26800,168703,,11658,23744,14932,66500,48368,3750,23651,111000,17563,46537,5805,1696202,895012,801190,23135,78324,82200,25080,48547,4467986,98955,4660,38183,17000,64464,41052,,10572,6190,189100,172400,49690,38928,21230,22294,171218,33731,57822,2790,2102432,64797,32460,,266839,479845,36367,35110,61109,,245517,40722,237259,88245
2005-06,6,2005,8571,22490,5557,29915,65693,96208,,122502,30224,,,67100,128669,42580,57760,132914,102841,43234,193253,38035,406540,99300,1014292,21915,245941,307667,70176,9562,274000,8937,91780,286366,10405,,116287,12349,88908,44721,876,1682000,39393,764187,2007000,62952,9521,29150,48270,74999,23000,63785,59433,932812,13840,133309,31557,509074,13600,39640,7032,12359500,39220,58640,23070,36127,79511,15441000,87638,41800,17400,21685,259962,13947,528885,69000,264488,31984,,22057,,,13472,30025,29544,25389,307600,7800,81889,14038,16556,91317,138300,74455,20958,99695,51473,43453,204500,4942,18054,122400,20000,786,836,148396,34409,9655,5877,19346,1575374,14092,3512,334415,8144,914373,996000,246304,2039080,22080,41990,361400,3480532,45741,196350,581600,124124,79100,981516,13587,32849,34819,27900,164371,,11083,24056,15000,66200,47023,5900,23128,137000,17248,48977,1832,1566575,801866,764709,21740,74012,80600,23997,48199,4217184,133576,8320,34616,15017,59200,41046,,10342,9600,189700,191100,46320,32019,21230,20014,184017,35975,60296,1970,2149729,64150,31110,,274713,438800,35010,34780,109584,,240740,40130,238279,125579
2005-07,7,2005,7675,20912,4645,29562,64700,97342,,94411,30953,,,62500,107906,40590,56250,118814,95342,47192,188887,37858,367792,70500,961015,22227,242491,314128,72226,9340,260300,8719,70580,226000,8551,,117189,12058,81262,45083,822,1671900,38744,773835,1943000,61605,9290,20240,47190,70044,24286,65480,59226,847402,13300,123700,28804,454376,17200,29635,6627,12417800,42030,56002,29130,32982,67650,15288000,88176,40200,17600,19192,244532,17298,458645,63700,260442,31035,,23434,,,12947,28169,28619,25249,299000,7420,77404,14210,14960,85139,164400,67968,20566,100000,42276,38500,189300,4860,17763,109709,19328,781,774,140132,30283,8939,5379,22954,1527580,13748,3545,304420,8626,806924,948000,232490,2027123,20201,45551,355100,3255959,44045,196165,576400,122378,74100,837965,14005,31945,34819,24800,167242,,10669,24571,14500,65700,46101,8090,22061,127000,17602,46455,2347,1343373,569991,773382,19880,70015,74200,22697,45084,3639214,133771,8050,38381,15874,50100,38887,,9374,12800,174400,180600,47820,21385,21160,17393,121334,38901,62357,1010,2097515,64247,31920,,258359,344939,32920,34348,122286,,233693,39426,237228,108296
